"","Codigo","Companhia","Ano","Remuneração.Média"
"1714",321,"IGUATEMI EMPRESA DE SHOPPING CENTERS S/A","2016",5134809.35961905
"1715",321,"IGUATEMI EMPRESA DE SHOPPING CENTERS S/A","2015",3678606.80707197
"1716",321,"IGUATEMI EMPRESA DE SHOPPING CENTERS S/A","2014",2934978.005
"1717",321,"IGUATEMI EMPRESA DE SHOPPING CENTERS S/A","2013",2215431.20832424
"1718",321,"IGUATEMI EMPRESA DE SHOPPING CENTERS S/A","2012",2080485.11414462
"1719",321,"IGUATEMI EMPRESA DE SHOPPING CENTERS S/A","2011",1232733.9047619
"1720",321,"IGUATEMI EMPRESA DE SHOPPING CENTERS S/A","2010",1067104.42857143
"1721",322,"TAIPE TRANCOSO EMPREENDIMENTOS S/A","2014",120000
"1722",322,"TAIPE TRANCOSO EMPREENDIMENTOS S/A","2013",18732
"1723",322,"TAIPE TRANCOSO EMPREENDIMENTOS S/A","2012",18732
"1724",322,"TAIPE TRANCOSO EMPREENDIMENTOS S/A","2011",3270
"1725",322,"TAIPE TRANCOSO EMPREENDIMENTOS S/A","2010",0
"1726",323,"SÃO MARTINHO SA","2017",4445949.39267857
"1727",323,"SÃO MARTINHO SA","2016",4489088.94696429
"1728",323,"SÃO MARTINHO SA","2015",3254477.57
"1729",323,"SÃO MARTINHO SA","2014",2498039.63553571
"1730",323,"SÃO MARTINHO SA","2013",2476616.65857143
"1731",323,"SÃO MARTINHO SA","2012",2321349.99571429
"1732",323,"SÃO MARTINHO SA","2011",2115678.29285714
"1733",323,"SÃO MARTINHO SA","2010",1551901.29267857
"1734",324,"EVEN CONSTRUTORA E INCORPORADORA S/A","2017",4792666.66666667
"1735",324,"EVEN CONSTRUTORA E INCORPORADORA S/A","2016",6137500
"1736",324,"EVEN CONSTRUTORA E INCORPORADORA S/A","2015",4182000
"1737",324,"EVEN CONSTRUTORA E INCORPORADORA S/A","2014",4572000
"1738",324,"EVEN CONSTRUTORA E INCORPORADORA S/A","2013",4275280
"1739",324,"EVEN CONSTRUTORA E INCORPORADORA S/A","2012",4668400
"1740",324,"EVEN CONSTRUTORA E INCORPORADORA S/A","2011",3554676.19047619
"1741",324,"EVEN CONSTRUTORA E INCORPORADORA S/A","2010",2265976.19047619
"1742",0,"BANCO SANTANDER (BRASIL) S.A.","2017",7837113.63636364
"1743",0,"BANCO SANTANDER (BRASIL) S.A.","2016",7976363.63636364
"1744",0,"BANCO SANTANDER (BRASIL) S.A.","2015",10088000
"1745",0,"BANCO SANTANDER (BRASIL) S.A.","2014",11145368.6868687
"1746",0,"BANCO SANTANDER (BRASIL) S.A.","2013",5516455.21577534
"1747",0,"BANCO SANTANDER (BRASIL) S.A.","2012",8770772.9468599
"1748",0,"BANCO SANTANDER (BRASIL) S.A.","2011",7164080.35714286
"1749",0,"BANCO SANTANDER (BRASIL) S.A.","2010",6912565.70881226
"1750",326,"CPFL ENERGIAS RENOVÁVEIS S.A.","2017",1790719.65611111
"1751",326,"CPFL ENERGIAS RENOVÁVEIS S.A.","2016",1896277.6894152
"1752",326,"CPFL ENERGIAS RENOVÁVEIS S.A.","2015",2354880.14777778
"1753",326,"CPFL ENERGIAS RENOVÁVEIS S.A.","2014",1935083.06833333
"1754",326,"CPFL ENERGIAS RENOVÁVEIS S.A.","2013",1586790.21666667
"1755",326,"CPFL ENERGIAS RENOVÁVEIS S.A.","2012",1159411.26
"1756",326,"CPFL ENERGIAS RENOVÁVEIS S.A.","2011",1228647.66666667
"1757",326,"CPFL ENERGIAS RENOVÁVEIS S.A.","2010",772885.466666667
"1758",328,"BANCO PINE S/A","2017",2406600.28363636
"1759",328,"BANCO PINE S/A","2016",2238107.44
"1760",328,"BANCO PINE S/A","2015",2305959.75385027
"1761",328,"BANCO PINE S/A","2014",2047789.27968254
"1762",328,"BANCO PINE S/A","2013",2312447.77973684
"1763",328,"BANCO PINE S/A","2012",2882267.22270833
"1764",328,"BANCO PINE S/A","2011",1844857.97734434
"1765",328,"BANCO PINE S/A","2010",1709382.4495
"1766",329,"JBS SA","2017",10535100.455
"1767",329,"JBS SA","2016",3712952.4975
"1768",329,"JBS SA","2015",3498324.4225
"1769",329,"JBS SA","2014",3389432.0975
"1770",329,"JBS SA","2013",3090501.49
"1771",329,"JBS SA","2012",2355196.727
"1772",329,"JBS SA","2011",1711850
"1773",329,"JBS SA","2010",1462743.7
"1774",330,"JHSF PARTICIPAÇÕES SA","2017",2926254.70623377
"1775",330,"JHSF PARTICIPAÇÕES SA","2016",2545300.12085714
"1776",330,"JHSF PARTICIPAÇÕES SA","2015",2425616.03095238
"1777",330,"JHSF PARTICIPAÇÕES SA","2014",2447233.59904141
"1778",330,"JHSF PARTICIPAÇÕES SA","2013",2775614.34153846
"1779",330,"JHSF PARTICIPAÇÕES SA","2012",1792980.9425
"1780",330,"JHSF PARTICIPAÇÕES SA","2011",1183371.17857143
"1781",330,"JHSF PARTICIPAÇÕES SA","2010",1155085.66666667
"1782",331,"METALFRIO SOLUTIONS S/A","2017",1233034.19666667
"1783",331,"METALFRIO SOLUTIONS S/A","2016",1118288.59
"1784",331,"METALFRIO SOLUTIONS S/A","2015",1317156.92333333
"1785",331,"METALFRIO SOLUTIONS S/A","2014",836332.195379925
"1786",331,"METALFRIO SOLUTIONS S/A","2013",1124151.4125
"1787",331,"METALFRIO SOLUTIONS S/A","2012",1331627.494
"1788",331,"METALFRIO SOLUTIONS S/A","2011",1494057.214
"1789",331,"METALFRIO SOLUTIONS S/A","2010",1462859.956
"1790",332,"CAFE SOLUVEL BRASILIA SA","2011",40000
"1791",332,"CAFE SOLUVEL BRASILIA SA","2010",175989.273333333
"1792",333,"FERTILIZANTES HERINGER SA","2017",1626666.66666667
"1793",333,"FERTILIZANTES HERINGER SA","2016",1626666.66666667
"1794",333,"FERTILIZANTES HERINGER SA","2015",1626666.66666667
"1795",333,"FERTILIZANTES HERINGER SA","2014",1680000
"1796",333,"FERTILIZANTES HERINGER SA","2013",1403333.33333333
"1797",333,"FERTILIZANTES HERINGER SA","2012",1131745
"1798",333,"FERTILIZANTES HERINGER SA","2011",1061542.85714286
"1799",333,"FERTILIZANTES HERINGER SA","2010",888000
"1800",334,"CR2 EMPREENDIMENTOS IMOBILIÁRIOS S/A","2017",672604.744666667
"1801",334,"CR2 EMPREENDIMENTOS IMOBILIÁRIOS S/A","2016",563390.470666667
"1802",334,"CR2 EMPREENDIMENTOS IMOBILIÁRIOS S/A","2015",588357.701333333
"1803",334,"CR2 EMPREENDIMENTOS IMOBILIÁRIOS S/A","2014",752866.666666667
"1804",334,"CR2 EMPREENDIMENTOS IMOBILIÁRIOS S/A","2013",656398.898592871
"1805",334,"CR2 EMPREENDIMENTOS IMOBILIÁRIOS S/A","2012",1003525.82666667
"1806",334,"CR2 EMPREENDIMENTOS IMOBILIÁRIOS S/A","2011",720100
"1807",334,"CR2 EMPREENDIMENTOS IMOBILIÁRIOS S/A","2010",70714.2857142857
"1808",335,"CIA ESTADUAL DE DISTRIBUIÇÃO DE ENERGIA ELETRICA","2017",173349.237241875
"1809",335,"CIA ESTADUAL DE DISTRIBUIÇÃO DE ENERGIA ELETRICA","2016",238666.471954663
"1810",335,"CIA ESTADUAL DE DISTRIBUIÇÃO DE ENERGIA ELETRICA","2015",281623.45728972
"1811",335,"CIA ESTADUAL DE DISTRIBUIÇÃO DE ENERGIA ELETRICA","2014",847827.3875
"1812",335,"CIA ESTADUAL DE DISTRIBUIÇÃO DE ENERGIA ELETRICA","2013",654639.696333333
"1813",335,"CIA ESTADUAL DE DISTRIBUIÇÃO DE ENERGIA ELETRICA","2012",630124.514916667
"1814",335,"CIA ESTADUAL DE DISTRIBUIÇÃO DE ENERGIA ELETRICA","2011",617223.8935
"1815",335,"CIA ESTADUAL DE DISTRIBUIÇÃO DE ENERGIA ELETRICA","2010",238192.155
"1816",336,"BEMATECH  S/A","2014",2241876.90384615
"1817",336,"BEMATECH  S/A","2013",1850321.87307692
"1818",336,"BEMATECH  S/A","2012",1563526.84210526
"1819",336,"BEMATECH  S/A","2011",1788380.95238095
"1820",336,"BEMATECH  S/A","2010",2446091.28857143
"1821",337,"BRC SECURITIZADORA SA","2016",4000
"1822",337,"BRC SECURITIZADORA SA","2015",48000
"1823",337,"BRC SECURITIZADORA SA","2014",44112
"1824",337,"BRC SECURITIZADORA SA","2013",33000
"1825",337,"BRC SECURITIZADORA SA","2012",9000
"1826",337,"BRC SECURITIZADORA SA","2010",0
"1827",338,"BANCO SOFISA SA","2015",1473846.89083333
"1828",338,"BANCO SOFISA SA","2014",1519299.46333333
"1829",338,"BANCO SOFISA SA","2013",1593762.93
"1830",338,"BANCO SOFISA SA","2012",1766275.352
"1831",338,"BANCO SOFISA SA","2011",1499748
"1832",338,"BANCO SOFISA SA","2010",2308200.60533333
"1833",339,"VIVER INCORP. E CONSTRUTORA S.A.- EM RECUPERAÇÃO JUDICIAL","2016",1178695.14
"1834",339,"VIVER INCORP. E CONSTRUTORA S.A.- EM RECUPERAÇÃO JUDICIAL","2015",1178695.14
"1835",339,"VIVER INCORP. E CONSTRUTORA S.A.- EM RECUPERAÇÃO JUDICIAL","2014",1133064.99833333
"1836",339,"VIVER INCORP. E CONSTRUTORA S.A.- EM RECUPERAÇÃO JUDICIAL","2013",1205260.09430735
"1837",339,"VIVER INCORP. E CONSTRUTORA S.A.- EM RECUPERAÇÃO JUDICIAL","2012",1115781.1878746
"1838",339,"VIVER INCORP. E CONSTRUTORA S.A.- EM RECUPERAÇÃO JUDICIAL","2011",1000934.84739824
"1839",339,"VIVER INCORP. E CONSTRUTORA S.A.- EM RECUPERAÇÃO JUDICIAL","2010",1075702.7188514
"1840",340,"LOG-IN LOGISTICA INTERMODAL SA","2017",1961680
"1841",340,"LOG-IN LOGISTICA INTERMODAL SA","2016",1488793.33333333
"1842",340,"LOG-IN LOGISTICA INTERMODAL SA","2015",1127753.33333333
"1843",340,"LOG-IN LOGISTICA INTERMODAL SA","2014",1800200
"1844",340,"LOG-IN LOGISTICA INTERMODAL SA","2013",1228493.33333333
"1845",340,"LOG-IN LOGISTICA INTERMODAL SA","2012",1440906.66666667
"1846",340,"LOG-IN LOGISTICA INTERMODAL SA","2011",1006346.66666667
"1847",340,"LOG-IN LOGISTICA INTERMODAL SA","2010",108000
"1848",341,"PARANA BANCO S.A.","2017",1095819.59166667
"1849",341,"PARANA BANCO S.A.","2016",1848010.21133333
"1850",341,"PARANA BANCO S.A.","2015",2430333.33333333
"1851",341,"PARANA BANCO S.A.","2014",2366666.66666667
"1852",341,"PARANA BANCO S.A.","2013",1997142.85714286
"1853",341,"PARANA BANCO S.A.","2012",2778333.33333333
"1854",341,"PARANA BANCO S.A.","2011",828411.855666667
"1855",341,"PARANA BANCO S.A.","2010",1126358.97
"1856",342,"SLC AGRICOLA SA","2017",3414368.64733333
"1857",342,"SLC AGRICOLA SA","2016",3354975.27666667
"1858",342,"SLC AGRICOLA SA","2015",3207373.538
"1859",342,"SLC AGRICOLA SA","2014",1567304.592
"1860",342,"SLC AGRICOLA SA","2013",1817056.13333333
"1861",342,"SLC AGRICOLA SA","2012",1588253.7
"1862",342,"SLC AGRICOLA SA","2011",1620713.115
"1863",342,"SLC AGRICOLA SA","2010",1279262.0425
"1864",343,"MASSA FALIDA DO BANCO CRUZEIRO DO SUL S/A","2011",8166666.66666667
"1865",343,"MASSA FALIDA DO BANCO CRUZEIRO DO SUL S/A","2010",5276995.33333333
"1866",344,"EZ TEC EMPREEND. E PARTICIPAÇÕES S/A","2017",1254708.435053
"1867",344,"EZ TEC EMPREEND. E PARTICIPAÇÕES S/A","2016",2048790.96035072
"1868",344,"EZ TEC EMPREEND. E PARTICIPAÇÕES S/A","2015",2078857.14271429
"1869",344,"EZ TEC EMPREEND. E PARTICIPAÇÕES S/A","2014",2063361.52784584
"1870",344,"EZ TEC EMPREEND. E PARTICIPAÇÕES S/A","2013",2035833.33325
"1871",344,"EZ TEC EMPREEND. E PARTICIPAÇÕES S/A","2012",1309999.2268743
"1872",344,"EZ TEC EMPREEND. E PARTICIPAÇÕES S/A","2011",1428777.77777778
"1873",344,"EZ TEC EMPREEND. E PARTICIPAÇÕES S/A","2010",690504.488888889
"1874",345,"MARFRIG GLOBAL FOODS SA","2017",4123689.684
"1875",345,"MARFRIG GLOBAL FOODS SA","2016",3815689.84750806
"1876",345,"MARFRIG GLOBAL FOODS SA","2015",4147195.83222222
"1877",345,"MARFRIG GLOBAL FOODS SA","2014",4114494.115
"1878",345,"MARFRIG GLOBAL FOODS SA","2013",3948847.4219992
"1879",345,"MARFRIG GLOBAL FOODS SA","2012",5551195.66548183
"1880",345,"MARFRIG GLOBAL FOODS SA","2011",3465314.03468208
"1881",345,"MARFRIG GLOBAL FOODS SA","2010",2914269.46637427
"1882",346,"BANCO DAYCOVAL S.A.","2015",8579345.23809524
"1883",346,"BANCO DAYCOVAL S.A.","2014",7766666.66666667
"1884",346,"BANCO DAYCOVAL S.A.","2013",6904761.9047619
"1885",346,"BANCO DAYCOVAL S.A.","2012",7333333.33333333
"1886",346,"BANCO DAYCOVAL S.A.","2011",5500000
"1887",346,"BANCO DAYCOVAL S.A.","2010",4872083.33333333
"1888",347,"TEGMA GESTÃO LOGÍSTICA SA","2017",2961500
"1889",347,"TEGMA GESTÃO LOGÍSTICA SA","2016",3103833.33333333
"1890",347,"TEGMA GESTÃO LOGÍSTICA SA","2015",2730266.66666667
"1891",347,"TEGMA GESTÃO LOGÍSTICA SA","2014",2336616.66666667
"1892",347,"TEGMA GESTÃO LOGÍSTICA SA","2013",2983666.66666667
"1893",347,"TEGMA GESTÃO LOGÍSTICA SA","2012",2352600
"1894",347,"TEGMA GESTÃO LOGÍSTICA SA","2011",1876600
"1895",347,"TEGMA GESTÃO LOGÍSTICA SA","2010",1582150
"1896",348,"ISEC SECURITIZADORA S.A.","2017",55177.5
"1897",348,"ISEC SECURITIZADORA S.A.","2016",60418.9
"1898",350,"MAGNESITA REFRATARIOS S.A.","2017",2315069.95333333
"1899",350,"MAGNESITA REFRATARIOS S.A.","2016",1613342.56111111
"1900",350,"MAGNESITA REFRATARIOS S.A.","2015",2145662.35194444
"1901",350,"MAGNESITA REFRATARIOS S.A.","2014",2837338.435
"1902",350,"MAGNESITA REFRATARIOS S.A.","2013",2200196.9665
"1903",350,"MAGNESITA REFRATARIOS S.A.","2012",1989489.53611364
"1904",350,"MAGNESITA REFRATARIOS S.A.","2011",1569905.46089286
"1905",350,"MAGNESITA REFRATARIOS S.A.","2010",1334334.56428571
"1906",351,"ALLIS PARTICIPAÇÕES S.A.","2012",834841.1675
"1907",351,"ALLIS PARTICIPAÇÕES S.A.","2011",1061875.76
"1908",351,"ALLIS PARTICIPAÇÕES S.A.","2010",335357.5
"1909",352,"HELBOR EMPREENDIMENTOS S/A","2017",1142857.14285714
"1910",352,"HELBOR EMPREENDIMENTOS S/A","2016",1130000
"1911",352,"HELBOR EMPREENDIMENTOS S/A","2015",1121428.57142857
"1912",352,"HELBOR EMPREENDIMENTOS S/A","2014",1238095.23809524
"1913",352,"HELBOR EMPREENDIMENTOS S/A","2013",1238095.23809524
"1914",352,"HELBOR EMPREENDIMENTOS S/A","2012",1182539.68253968
"1915",352,"HELBOR EMPREENDIMENTOS S/A","2011",1211111.11111111
"1916",352,"HELBOR EMPREENDIMENTOS S/A","2010",828000
"1917",353,"BANCO INDUSVAL S.A.","2017",2375000
"1918",353,"BANCO INDUSVAL S.A.","2016",2375000
"1919",353,"BANCO INDUSVAL S.A.","2015",2333333.33333333
"1920",353,"BANCO INDUSVAL S.A.","2014",2e+06
"1921",353,"BANCO INDUSVAL S.A.","2013",1654133.33333333
"1922",353,"BANCO INDUSVAL S.A.","2012",1555555.55555556
"1923",353,"BANCO INDUSVAL S.A.","2011",1333333.33333333
"1924",353,"BANCO INDUSVAL S.A.","2010",23282222.2222222
"1925",354,"REDECARD S/A","2011",2411768.51
"1926",354,"REDECARD S/A","2010",1978397.209
"1927",355,"BHG S.A. - BRAZIL HOSPITALITY GROUP","2014",1972533.33333333
"1928",355,"BHG S.A. - BRAZIL HOSPITALITY GROUP","2013",2136080.83333333
"1929",355,"BHG S.A. - BRAZIL HOSPITALITY GROUP","2012",1559902
"1930",355,"BHG S.A. - BRAZIL HOSPITALITY GROUP","2011",1816029.75
"1931",355,"BHG S.A. - BRAZIL HOSPITALITY GROUP","2010",1912915.318
"1932",356,"MRV ENGENHARIA E PARTICIPAÇÕES S/A","2017",3457987.91666667
"1933",356,"MRV ENGENHARIA E PARTICIPAÇÕES S/A","2016",2912213.9047619
"1934",356,"MRV ENGENHARIA E PARTICIPAÇÕES S/A","2015",2810573.6031746
"1935",356,"MRV ENGENHARIA E PARTICIPAÇÕES S/A","2014",2500892.87301587
"1936",356,"MRV ENGENHARIA E PARTICIPAÇÕES S/A","2013",2172594.05714286
"1937",356,"MRV ENGENHARIA E PARTICIPAÇÕES S/A","2012",1258142.85714286
"1938",356,"MRV ENGENHARIA E PARTICIPAÇÕES S/A","2011",1146011.9047619
"1939",356,"MRV ENGENHARIA E PARTICIPAÇÕES S/A","2010",1113833.33333333
"1940",357,"MINERVA S/A","2017",3217408.48438802
"1941",357,"MINERVA S/A","2016",2470173.41666667
"1942",357,"MINERVA S/A","2015",1387619.04761905
"1943",357,"MINERVA S/A","2014",925194.592571429
"1944",357,"MINERVA S/A","2013",1058826.88133098
"1945",357,"MINERVA S/A","2012",599722.383333333
"1946",357,"MINERVA S/A","2011",376919.462324393
"1947",357,"MINERVA S/A","2010",313346.75
"1948",358,"BANCO ABC BRASIL S/A","2017",4739639.58928571
"1949",358,"BANCO ABC BRASIL S/A","2016",4595415.37196429
"1950",358,"BANCO ABC BRASIL S/A","2015",3845933.22941964
"1951",358,"BANCO ABC BRASIL S/A","2014",3480017.1662212
"1952",358,"BANCO ABC BRASIL S/A","2013",3032968.75
"1953",358,"BANCO ABC BRASIL S/A","2012",2373868.22136364
"1954",358,"BANCO ABC BRASIL S/A","2011",2094104.16666667
"1955",358,"BANCO ABC BRASIL S/A","2010",29383333.3333333
"1956",359,"SPRINGS GLOBAL PARTICIPAÇÕES S/A","2017",185142.857142857
"1957",359,"SPRINGS GLOBAL PARTICIPAÇÕES S/A","2016",35555.5555555556
"1958",359,"SPRINGS GLOBAL PARTICIPAÇÕES S/A","2015",33333.3333333333
"1959",359,"SPRINGS GLOBAL PARTICIPAÇÕES S/A","2014",1084666.66666667
"1960",359,"SPRINGS GLOBAL PARTICIPAÇÕES S/A","2013",898666.666666667
"1961",359,"SPRINGS GLOBAL PARTICIPAÇÕES S/A","2012",8e+05
"1962",359,"SPRINGS GLOBAL PARTICIPAÇÕES S/A","2011",830000
"1963",359,"SPRINGS GLOBAL PARTICIPAÇÕES S/A","2010",850000
"1964",360,"COMPANHIA PROVIDENCIA IND E COMERCIO","2014",2309333.33333333
"1965",360,"COMPANHIA PROVIDENCIA IND E COMERCIO","2013",1865444.26666667
"1966",360,"COMPANHIA PROVIDENCIA IND E COMERCIO","2012",715761.166666667
"1967",360,"COMPANHIA PROVIDENCIA IND E COMERCIO","2011",1485146.21428571
"1968",360,"COMPANHIA PROVIDENCIA IND E COMERCIO","2010",1350285.71428571
"1969",361,"MULTIPLAN EMP. IMOBILIARIOS S/A","2017",10474199.5568571
"1970",361,"MULTIPLAN EMP. IMOBILIARIOS S/A","2016",7492537.14285714
"1971",361,"MULTIPLAN EMP. IMOBILIARIOS S/A","2015",7255326.77285714
"1972",361,"MULTIPLAN EMP. IMOBILIARIOS S/A","2014",6828634.06114286
"1973",361,"MULTIPLAN EMP. IMOBILIARIOS S/A","2013",5972410.97142857
"1974",361,"MULTIPLAN EMP. IMOBILIARIOS S/A","2012",5946944.562
"1975",361,"MULTIPLAN EMP. IMOBILIARIOS S/A","2011",4668380.612
"1976",361,"MULTIPLAN EMP. IMOBILIARIOS S/A","2010",4023933.33333333
"1977",362,"B2W - COMPANHIA DIGITAL","2017",4242201.1
"1978",362,"B2W - COMPANHIA DIGITAL","2016",2951093.46419484
"1979",362,"B2W - COMPANHIA DIGITAL","2015",3304920.4047619
"1980",362,"B2W - COMPANHIA DIGITAL","2014",2669818.27142857
"1981",362,"B2W - COMPANHIA DIGITAL","2013",2717910
"1982",362,"B2W - COMPANHIA DIGITAL","2012",1073387.55525606
"1983",362,"B2W - COMPANHIA DIGITAL","2011",3279664.63492064
"1984",362,"B2W - COMPANHIA DIGITAL","2010",2922120.38888889
"1985",363,"CAMBUCI SA","2017",509950.776
"1986",363,"CAMBUCI SA","2016",509950.776
"1987",363,"CAMBUCI SA","2015",509950.776
"1988",363,"CAMBUCI SA","2014",651399.156
"1989",363,"CAMBUCI SA","2013",640238.406666667
"1990",363,"CAMBUCI SA","2012",320148.710952381
"1991",363,"CAMBUCI SA","2011",84630.8366666667
"1992",363,"CAMBUCI SA","2010",38298.54
"1993",364,"GENERAL SHOPPING BRASIL SA","2017",2785000
"1994",364,"GENERAL SHOPPING BRASIL SA","2016",2318750
"1995",364,"GENERAL SHOPPING BRASIL SA","2015",2163200
"1996",364,"GENERAL SHOPPING BRASIL SA","2014",1031660.82
"1997",364,"GENERAL SHOPPING BRASIL SA","2013",1897466.66666667
"1998",364,"GENERAL SHOPPING BRASIL SA","2012",1926666.66666667
"1999",364,"GENERAL SHOPPING BRASIL SA","2011",1783541.66666667
"2000",364,"GENERAL SHOPPING BRASIL SA","2010",1649833.33333333
"2001",365,"ESTACIO PARTICIPAÇÕES SA","2017",4725648.05555556
"2002",365,"ESTACIO PARTICIPAÇÕES SA","2016",4155625.19794441
"2003",365,"ESTACIO PARTICIPAÇÕES SA","2015",4721756.27240143
"2004",365,"ESTACIO PARTICIPAÇÕES SA","2014",4810425.3015873
"2005",365,"ESTACIO PARTICIPAÇÕES SA","2013",3524476.35714286
"2006",365,"ESTACIO PARTICIPAÇÕES SA","2012",2230447.85714286
"2007",365,"ESTACIO PARTICIPAÇÕES SA","2011",2214119.09285714
"2008",365,"ESTACIO PARTICIPAÇÕES SA","2010",1382707.14285714
"2009",366,"CONCESSIONARIA DE RODOVIAS DO OESTE DE SP-VIA OESTE SA","2017",2486972.005
"2010",366,"CONCESSIONARIA DE RODOVIAS DO OESTE DE SP-VIA OESTE SA","2016",1467348.27
"2011",366,"CONCESSIONARIA DE RODOVIAS DO OESTE DE SP-VIA OESTE SA","2015",1559528
"2012",366,"CONCESSIONARIA DE RODOVIAS DO OESTE DE SP-VIA OESTE SA","2014",1972531
"2013",366,"CONCESSIONARIA DE RODOVIAS DO OESTE DE SP-VIA OESTE SA","2013",1574677.74
"2014",366,"CONCESSIONARIA DE RODOVIAS DO OESTE DE SP-VIA OESTE SA","2012",1462363.5
"2015",366,"CONCESSIONARIA DE RODOVIAS DO OESTE DE SP-VIA OESTE SA","2011",1860567.22
"2016",366,"CONCESSIONARIA DE RODOVIAS DO OESTE DE SP-VIA OESTE SA","2010",1466365
"2017",367,"ALGAR TELECOM S/A","2017",1646691.98385498
"2018",367,"ALGAR TELECOM S/A","2016",1341603.27966102
"2019",367,"ALGAR TELECOM S/A","2015",1032852.38636364
"2020",367,"ALGAR TELECOM S/A","2014",1277395.20779221
"2021",367,"ALGAR TELECOM S/A","2013",1329031.86839827
"2022",367,"ALGAR TELECOM S/A","2012",1414886.36363636
"2023",367,"ALGAR TELECOM S/A","2011",1058820.01251596
"2024",367,"ALGAR TELECOM S/A","2010",1106454.19047619
"2025",368,"CYRELA COMMERCIAL PROPERTIES SA EMP  PART","2017",1666666.66666667
"2026",368,"CYRELA COMMERCIAL PROPERTIES SA EMP  PART","2016",1447619.04761905
"2027",368,"CYRELA COMMERCIAL PROPERTIES SA EMP  PART","2015",2158333.33333333
"2028",368,"CYRELA COMMERCIAL PROPERTIES SA EMP  PART","2014",2320375.81714286
"2029",368,"CYRELA COMMERCIAL PROPERTIES SA EMP  PART","2013",2583354.85714286
"2030",368,"CYRELA COMMERCIAL PROPERTIES SA EMP  PART","2012",1983008.85714286
"2031",368,"CYRELA COMMERCIAL PROPERTIES SA EMP  PART","2011",1572947.875
"2032",368,"CYRELA COMMERCIAL PROPERTIES SA EMP  PART","2010",1025845.6
"2033",369,"MATONE SECURITIZADORA S/A","2011",0
"2034",369,"MATONE SECURITIZADORA S/A","2010",0
"2035",370,"MOURA DUBEUX ENGENHARIA S/A","2017",399000
"2036",370,"MOURA DUBEUX ENGENHARIA S/A","2016",469000
"2037",370,"MOURA DUBEUX ENGENHARIA S/A","2015",517900
"2038",370,"MOURA DUBEUX ENGENHARIA S/A","2014",474200
"2039",370,"MOURA DUBEUX ENGENHARIA S/A","2013",0
"2040",370,"MOURA DUBEUX ENGENHARIA S/A","2012",385200
"2041",370,"MOURA DUBEUX ENGENHARIA S/A","2011",144700
"2042",370,"MOURA DUBEUX ENGENHARIA S/A","2010",134192.53
"2043",372,"DURATEX S.A.","2017",3023588.31899408
"2044",372,"DURATEX S.A.","2016",2916666.66666667
"2045",372,"DURATEX S.A.","2015",4727683.47610053
"2046",372,"DURATEX S.A.","2014",4682772.78505899
"2047",372,"DURATEX S.A.","2013",4554337.15220949
"2048",372,"DURATEX S.A.","2012",3708333.33333333
"2049",372,"DURATEX S.A.","2011",3276042.41986021
"2050",372,"DURATEX S.A.","2010",3070356.82353897
"2051",373,"NOVA SECURITIZAÇÃO S/A","2017",9000
"2052",373,"NOVA SECURITIZAÇÃO S/A","2016",9000
"2053",373,"NOVA SECURITIZAÇÃO S/A","2015",0
"2054",373,"NOVA SECURITIZAÇÃO S/A","2014",259319.79
"2055",373,"NOVA SECURITIZAÇÃO S/A","2013",259319.79
"2056",373,"NOVA SECURITIZAÇÃO S/A","2012",248515.74
"2057",373,"NOVA SECURITIZAÇÃO S/A","2011",246955.74
"2058",373,"NOVA SECURITIZAÇÃO S/A","2010",246955.74
"2059",0,"CHINA CONSTRUCTION BANK(BRASIL) BANCO MÚLTIPLO S.A.","2014",1457472.089
"2060",0,"CHINA CONSTRUCTION BANK(BRASIL) BANCO MÚLTIPLO S.A.","2013",3040176.682
"2061",0,"CHINA CONSTRUCTION BANK(BRASIL) BANCO MÚLTIPLO S.A.","2012",2509628.95
"2062",0,"CHINA CONSTRUCTION BANK(BRASIL) BANCO MÚLTIPLO S.A.","2011",4338928.57142857
"2063",0,"CHINA CONSTRUCTION BANK(BRASIL) BANCO MÚLTIPLO S.A.","2010",4338928.57142857
"2064",375,"SUL AMERICA S/A","2017",698385.1
"2065",375,"SUL AMERICA S/A","2016",643120.19
"2066",375,"SUL AMERICA S/A","2015",646514.099
"2067",375,"SUL AMERICA S/A","2014",573167.45
"2068",375,"SUL AMERICA S/A","2013",310350
"2069",375,"SUL AMERICA S/A","2012",1252388.88888889
"2070",375,"SUL AMERICA S/A","2011",1797222.22222222
"2071",375,"SUL AMERICA S/A","2010",830905.455904335
"2072",376,"TRISUL S/A","2017",947700
"2073",376,"TRISUL S/A","2015",416666.666666667
"2074",376,"TRISUL S/A","2014",3e+05
"2075",376,"TRISUL S/A","2013",949333.333333333
"2076",376,"TRISUL S/A","2012",1019833.33333333
"2077",376,"TRISUL S/A","2011",888000
"2078",376,"TRISUL S/A","2010",1417142.85714286
"2079",377,"CONSTRUTORA TENDA S/A","2017",3527326.23376623
"2080",377,"CONSTRUTORA TENDA S/A","2016",1047616.99707317
"2081",377,"CONSTRUTORA TENDA S/A","2015",1064217.99825397
"2082",377,"CONSTRUTORA TENDA S/A","2014",1330878.93333333
"2083",377,"CONSTRUTORA TENDA S/A","2013",1589859.3888651
"2084",377,"CONSTRUTORA TENDA S/A","2012",1003733.66666667
"2085",377,"CONSTRUTORA TENDA S/A","2011",863316.777777778
